0.0,5.628738379582032e-06,0.1852;1;20250219-14:17:24;-0.7,-0.7000003070858036,-0.5162;0.7,0.700000102623076,0.8866;0.0,-4.0714640699967287e-07,0.1827;
2;20250219-14:20:14;-0.7,-0.7000004337465403,-0.5169;0.7,0.7000002869839069,0.8874;0.0,-3.0253832353384184e-07,0.1852;
3;20250219-14:23:03;-0.7,-0.7000002856655348,-0.514;0.7,0.7000003588122857,0.8859;0.0,-3.7576397747027015e-07,0.1827;
4;20250219-14:25:53;-0.7,-0.7000004578404225,-0.5161;0.7,0.7000003504118077,0.888;0.0,-3.96685597849932e-07,0.1836;
5;20250219-14:28:40;-0.7,-0.7000003839176061,-0.515;0.7,0.7000003809413883,0.8859;0.0,-2.92077525055788e-07,0.18230000000000002;
6;20250219-14:31:25;-0.7,-0.7000004071987472,-0.5149;0.7,0.7000000831529707,0.88475;0.0,-4.071464040306093e-07,0.1814;
7;20250219-14:34:17;-0.7,-0.70000036621908,-0.5152;0.7,0.7000002216690423,0.8848;0.0,-4.385288395032218e-07,0.1814;
8;20250219-14:37:06;-0.7,-0.7000004588885452,-0.5167;0.7,0.7000003300587548,0.8858;0.0,-4.280680192833772e-07,0.1836;
9;20250219-14:39:48;-0.7,-0.7000005482913635,-0.5157;0.7,0.7000004150230591,0.8883;0.0,-3.8622480379370744e-07,0.1824;
